# Upcoming Events	Title	URL	City	Phone	Address	Metro ID	Metro Title
9	Wing Luke Museum of the Asian Pacific American Experience & Chinatown Discovery Tours	http://www.seattlechinatowntour.com	Seattle	(206) 623-5124	719 E. King St.	9	Seattle
9	Shakespeare's Pub	http://www.shakespearesaustin.com/	Austin	512-472-1666	314 E 6th 	1	Austin
9	Red Lion Grog House	http://www.redliongroghouse.com/	Indianapolis	317-822-4764	1043 Virginia Avenue, #6	42	Indianapolis
9	Hi Hat Lounge	http://hihatgarage.com/	Milwaukee	(414) 220-8090 	1701 North Arlington Place 	6	Milwaukee
9	Grunt Gallery	http://grunt.ca/	Vancouver	604.875.9516	350 E 2nd Ave #116	32	Vancouver
9	San Loo	http://www.sanloo.org/	St. Louis	(314) 696-2888	3211 Cherokee St.	36	St. Louis
9	Sheraton Austin	http://www.starwoodhotels.com/sheraton/property/overview/index.html?propertyID=3079	Austin	(512) 478-1111	701 E 11th St.	1	Austin
9	Museo Nacional de las Intervenciones	http://https://www.facebook.com/museodelasintervenciones	México, D. F.	55 5604 0699	20 de Agosto esq. Gral. Anaya S/n, San Diego Churubusco	44	la Ciudad de México
9	Buttons (Fort Worth)	http://www.buttonsrestaurant.com/	FORT WORTH	(817) 735-4900	4701 West Freeway #100	11	Dallas / Ft. Worth
9	Panic Room		Portland	(503) 238-0543	3100 NE Sandy Blvd 	19	Portland
9	Rose Bowl	http://www.rosebowlstadium.com/	Pasadena	626-577-3101	1001 Rose Bowl Drive	30	Los Angeles
9	The Thirsty Nickel 	http://6street.com/6street/thirsty-nickel/	Austin	(512) 473-8891	325 E 6th St.	1	Austin
9	Bataclan	http://www.labodega.com.mx/	Ciudad de México		Popocatépetl 25, Esq. Amsterdam Col. Condesa	44	la Ciudad de México
9	Bar Lubitsch	http://barlubitsch.com/	Los Angeles	323-654-1234	7702 Santa Monica	30	Los Angeles
9	Geraldine's Austin	http://www.geraldinesaustin.com/	Austin	512-476-4755	605 Davis St	1	Austin
9	The Studio at Creative Coworkers	http://creativecoworkers.com/	Vancouver	778.232.4214	343 Railway St., Unit B1	32	Vancouver
9	Bottom Bracket Social Club		San Antonio 	(210) 267-9160	1603 N Colorado St.	2	San Antonio
9	Puckett's Grocery - Columbia					24	Nashville
9	The Brixton	http://thebrixtonaustin.com/	Austin	(512) 370-2749	1412 E. 6th Street	1	Austin
9	The General	http://www.thegenerallogan.com/	Chicago	773-698-8754	2528 N. California Ave.	3	Chicago
9	Claddagh Irish Pub - Plainfield	http://www.claddaghirishpubs.com	Plainfeild 	317-838-9917	2539 Futura Park Way, Suite 150	42	Indianapolis
9	Muddy Waters		Dallas	(214) 823-1518	4314 Live Oak	11	Dallas / Ft. Worth
9	Urban Crust	http://www.urbancrust.com/32-degrees	Plano	(972) 509-1400	1006 E 15th St	11	Dallas / Ft. Worth
9	RISE					10	NYC
9	Hard Rock Cafe - Seattle		Seattle		116 Pike Street	9	Seattle
9	The Roundhouse Community Arts & Recreation Centre	http://roundhouse.ca/	Vancouver	(604) 713-1800	181 Roundhouse Mews	32	Vancouver
9	Lakewood’s 1st & 10					11	Dallas / Ft. Worth
9	Blue Goose					11	Dallas / Ft. Worth
9	Felicitas	http://www.felicitas.ca/	Victoria	(250) 721 8626	Finnerty Road	50	Victoria
9	Kebabalicious (Storefront @ Navasota)	http://austinkebab.com 	Austin	(512) 394-6562	1311 E 7th St	1	Austin
9	Windmill Lounge	http://www.windmill-lounge.com/	Dallas	Phone number (214) 443-7818	5320 Maple Ave	11	Dallas / Ft. Worth
9	Duke’s Roadhouse					11	Dallas / Ft. Worth
9	Canoe Brewpub	http://www.canoebrewpub.com/	Victoria	250 361 1940	450 Swift Street	50	Victoria
9	The Grapevine Bar					11	Dallas / Ft. Worth
9	Jorge’s					11	Dallas / Ft. Worth
9	PONCHO at Kerry Hall					9	Seattle
9	Sushi Axiom					11	Dallas / Ft. Worth
9	WhiteWater Amphitheater	http://www.whitewaterrocks.com/	New Braunfels		11860 Fm 306 New Braunfels, Texas 78132	2	San Antonio
9	Torchy’s Tacos					11	Dallas / Ft. Worth
9	Twin Peaks					11	Dallas / Ft. Worth
9	Vivo 53					11	Dallas / Ft. Worth
9	Berlin	http://www.berlinchicago.com/	Chicago	773.348.4975	954 W. Belmont Ave  	3	Chicago
9	Olivella’s Lakewood					11	Dallas / Ft. Worth
9	School House Pub	http://www.schoolhousepub.com	Austin	(512) 469-7630	2207 Manor Rd.	1	Austin
9	One Eyed (O.E.) Penguin					11	Dallas / Ft. Worth
9	Pakpao					11	Dallas / Ft. Worth
9	MTK Tavern	http://www.mtktavern.com/	Mount Kisco		30 East Main Street	10	NYC
9	Snack Bar	http://www.snackbaraustin.com/	Austin	(512) 445-2626	1224 South Congress Avenue	1	Austin
9	Roedde House Museum	http://www.roeddehouse.org/en/	Vancouver	(604) 684-7040	1415 Barclay Street	32	Vancouver
9	Primebar					11	Dallas / Ft. Worth
9	City Hall, Room 408					18	The Bay Area
9	Christel Dehaan Fine Arts Center @ University of Indianapolis		Indianapolis	317-788-3251	1400 East Hanna Avenue	42	Indianapolis
9	Pasadena Museum of California Art (PMCA)	http://www.pmcaonline.org	Pasadena	626.568.3665	490 East Union Street	30	Los Angeles
9	Radio Radio	http://futureshock.net/	Indianapolis	317-955-0995	1119 E. Prospect	42	Indianapolis
9	Fat City Blues	http://www.fatcityblues.com/	Toronto	647-345-8282	890 College Street	29	Toronto
9	C'mon Everybody	http://www.cmoneverybody.com	Brooklyn		325 Franklin Ave	10	NYC
9	Harrison Center for the Arts	http://harrisoncenter.org	Indianapolis	317-396-3886	1505 North Delaware	42	Indianapolis
9	Kona Jack's Indy/Daddy Jack's	http://www.konajacksindy.com/daddy_jacks.php	Indianapolis	317-843-1609	9419 N Meridian St	42	Indianapolis
9	Malai Kitchen	http://www.malaikitchen.com	Dallas	(214) 599-7857	3699 McKinney Avenue #319	11	Dallas / Ft. Worth
9	Mission Theatre		Portland		""	19	Portland
9	Emerald Queen Casino	http://www.emeraldqueen.com/	Tacoma		2024 East 29th Street	9	Seattle
9	Haymaker	http://www.haymakeraustin.com/	Austin	512-243-6702	2310 Manor Rd.	1	Austin
9	The Frisco Shop	http://www.thefriscoaustin.com/home	Austin	(512) 459-6279	6801 Burnet Road	1	Austin
9	Nickel & Rye	http://www.nickelandrye.com/	Dallas	(214) 389-2120	2523 McKinney Ave	11	Dallas / Ft. Worth
9	Opening Bell					11	Dallas / Ft. Worth
9	The Floyd Theater	http://https://plus.google.com/107103030742610203539/about?gl=us&hl=en	Louisville	502.852.6691	2100 S Floyd St	47	Louisville
9	FOX Sports Midwest Live! ®					36	St. Louis
9	Ike & Jonesy's	http://www.ikeandjonesys.com/	Indianapolis	317-632-4553	17 W Jackson Place	42	Indianapolis
9	Cooper Cole	http://coopercolegallery.com/exhibitions	Toronto		1134 Dupont St.	29	Toronto
8	Humphrey's Concerts By The Bay	http://www.humphreysbythebay.com	San Diego	619-224-3577	2241 Shelter Island Drive	31	San Diego
8	Empire Polo Field	http://www.empirepolo.com	Indio		81-800 Avenue 51	30	Los Angeles
8	Artisano's Oils & Spices	http://www.artisanosoils.com/	Indianapolis	317-251-4100	1250 E 86th St	42	Indianapolis
8	Sammons Center for the Arts	http://www.sammonsartcenter.org/	Dallas	(214) 520-7789	3630 Harry Hines Blvd	11	Dallas / Ft. Worth
8	Nomad Bar 	http://nomadbar.com/home.html	Austin	512 628-4288 	1213 Corona Dr.	1	Austin
8	San Manuel Indian Bingo & Casino	http://www.sanmanuel.com	Highland	800 359 2464	777 San Manuel Boulevard	30	Los Angeles
8	Dougherty Arts Center	http://www.austintexas.gov/doughertytheater	Austin	512-974-4002	1110 Barton Springs Rd.	1	Austin
8	The Mercury	http://www.themercurydallas.com/contact/	Dallas		11909 Preston Rd Ste 1418	11	Dallas / Ft. Worth
8	FooBAR.	http://www.thefoobarnashville.com/	Nashville	+1 615-227-1337	2517 Gallatin Pike	24	Nashville
8	The Old Towne Pub		Pasadena		66 N Fair Oaks Ave	30	Los Angeles
8	Clive Bar	http://clivebar.com	Austin	512-524-1623	609 Davis St.	1	Austin
8	Snoqualmie Casino	http://www.snocasino.com/	Snoqualmie	425-888-1234	37500 SE North Bend Way  	9	Seattle
8	Cinerama		Seattle		2100 4th Ave	9	Seattle
8	Music Hall at Fair Park	http://www.liveatthemusichall.com/	Dallas	(214) 565-1116	909 1st Avenue	11	Dallas / Ft. Worth
8	Daryl's House		Pawling	845-289-0185	130 Route 22	10	NYC
8	Le Bain @ The Standard Hotel	http://www.lebainnewyork.com/	New York	212.645.4646	444 W 13th St	10	NYC
8	Louis's The Ton		Louisville		1601 Story ave. 	47	Louisville
8	Old Chicago Pizza & Taproom (Mockingbird)	http://www.oldchicago.com/locations/dallas-mockingbird-station				11	Dallas / Ft. Worth
8	Liberty Kitchen	http://www.libertykitchenatx.com/	Austin	(512) 840-1330	507 Pressler, Suite 700	1	Austin
8	Goodfriend beer garden and burger house	http://www.goodfrienddallas.com	Dallas	(214) 324-3335	1154 Peavy Rd	11	Dallas / Ft. Worth
8	The Cinematheque	http://www.thecinematheque.ca/	Vancouver	(604) 688-8202	200 - 1131 Howe Street	32	Vancouver
8	Driehaus Museum	http://www.driehausmuseum.org/	Chicago	312 482 8933	40 East Erie St.	3	Chicago
8	Sundown at the Granada					11	Dallas / Ft. Worth
8	Roq la Rue Gallery	http://www.roqlarue.com	Seattle	(206) 374-8977	532 1st Ave S.	9	Seattle
8	SOL Venue	http://www.solvenue.com	Carson		313 E Carson St	30	Los Angeles
8	Darling's Waterfront Pavilion	http://www.waterfrontconcerts.com/about	Bangor		1 Railroad Street	25	Boston
8	The Marc	http://themarcsm.com/	San Marcos	512-757-5443	120 E San Antonio, San Marcos, TX. 78666	1	Austin
8	Alchemy Kombucha & Culture	http://elementkombucha.com/	San Antonio	(210) 320-1168	1123 N Flores	2	San Antonio
8	Pinthouse Pizza (South Lamar)	http://pinthousepizza.com/	Austin	(512) 502-5808	4236 S Lamar Blvd	1	Austin
8	Laurelhurst Theater & Pub		Portland		2735 East Burnside Street	19	Portland
8	Kung Fu Saloon	http://www.kungfusaloondallas.com/	Dallas	(214) 730-0283	2911 Routh St	11	Dallas / Ft. Worth
8	Eureka! Austin	http://www.eurekarestaurantgroup.com/	Austin	(512) 735-1144	200 E. Sixth Street	1	Austin
8	Tycoon Flats	http://www.tycoonflats.net/	San Antonio	(210) 320-0819	2926 N St Mary's St	2	San Antonio
8	The Old Globe	https://www.theoldglobe.org/	San Diego	(619) 231-1941	1363 Old Globe Way	31	San Diego
8	IU Natatorium @ IUPUI	http://www.iunat.iupui.edu/	Indianapolis	317-274-3518	901 West New York St.	42	Indianapolis
8	Dig a Pony	http://www.digaponyportland.com	PDX	971-279-4409	736 SE Grand	19	Portland
8	Main Event - Fishers	http://www.maineventon96th.com/#	Fishers	317-842-8010	8932 East 96th Street	42	Indianapolis
8	Mutt's Canine Cantina	http://www.muttscantina.com/	Dallas	(214) 377-8723	2889 Cityplace W Blvd	11	Dallas / Ft. Worth
8	TD Echo Beach	http://www.echobeach.ca/	Toronto	416-260-5700	999 Lake Shore Blvd W	29	Toronto
8	Sleep Train Pavilion - Concord	http://www.theconcordpavilion.com/	Concord	(925) 676-8742	2000 KIRKER PASS ROAD 	18	The Bay Area
8	The Grape Restaurant	http://www.thegraperestaurant.com	Dallas	(214) 828-1981	 2808 Greenville Ave	11	Dallas / Ft. Worth
8	Santa Rita Cantina (38th)	http://www.santaritacantina.com/	Austin	(512)-419-7482	1206 W. 38th Street	1	Austin
8	Arts Center Lecture Hall					6	Milwaukee
8	The Lido		Vancouver	604.879.5436	518 E Broadway	32	Vancouver
8	Prospect Park Bandshell	http://www.prospectpark.org/visit/places/bandshell	Brooklyn		95 Prospect Park West	10	NYC
8	Wicked Hop and the Jackalope Lounj	http://www.thewickedhop.com/	Milwaukee	(414) 223-0345 	345 North Broadway 	6	Milwaukee
8	Bill Graham Civic Auditorium	http://www.billgrahamcivic.com	San Francisco	(415) 624-8900	99 Grove Street	18	The Bay Area
8	TBA		Austin			1	Austin
8	FOLC	http://folc-restaurant.com	Olmos Park	(210) 822-0100	226 E. Olmos Drive	2	San Antonio
8	Tiki Bob's Cantina	http://tikibobsindy.com/	Indianapolis	317-974-0954	231 South Meridian Street	42	Indianapolis
8	Woodlawn Lake					2	San Antonio
8	Firehall Arts Centre	http://firehallartscentre.ca/	Vancouver	604.689.0926	280 East Cordova St	32	Vancouver
8	Luna Rosa Puerto Rican Grill y Tapas		San Antonio	210) 314-3111	2603 SE Military Dr., Ste. 107	2	San Antonio
8	The Brick Dallas	http://www.brickdallas.com/	Dallas	(214) 521-3154	2525 Wycliff Ave Ste 120	11	Dallas / Ft. Worth
8	Slake Cafe	http://slakecafe.com/	Austin	(512) 476-0060	120 E. 7th Street	1	Austin
8	Black Sheep Lodge	http://www.blacksheeplodge.com/	Austin	512-707-2744	2108 South Lamar Blvd.	1	Austin
8	Alley Cat Lounge Front Room		Indianapolis		6267 Carrollton Ave.	42	Indianapolis
8	John Pence Gallery					18	The Bay Area
8	The Beaumont Studios	http://thebeaumont.org/	Vancouver	(604) 715-4344	316 West 5th Avenue	32	Vancouver
8	Blank Space		Saint Louis		2847 Cherokee	36	St. Louis
8	various locations					1	Austin
8	Museo Nacional de las Culturas	http://www.museodelasculturas.mx/	Ciudad de México	(55) 5542 0187	Moneda 13, Centro Histórico	44	la Ciudad de México
8	Laguna Gloria	http://www.thecontemporaryaustin.org/visit/#admission	Austin		3809 WEST 35TH STREET	1	Austin
8	MacMillan Theatre		Toronto		80 Queens Park	29	Toronto
8	Takoba 	http://www.takobarestaurant.com/	Austin	512-628-4466	1411 East 7th Street	1	Austin
8	The Mutiny	http://www.themutinychicago.com/	Chicago	773-486-7774	2428 N Western Ave	3	Chicago
8	Meso Maya	http://DOWNTOWN@MESOMAYA.COM	Dallas	(214) 484-6555	1611 Mckinney Ave	11	Dallas / Ft. Worth
8	Peticolas Brewing Company	http://www.peticolasbrewing.com/brewery.php	Dallas	(214) 234-7600	2026 Farington St	11	Dallas / Ft. Worth
8	Elixir Bar		San Antonio	(210) 227-5471	605 San Pedro Ave	2	San Antonio
8	San Antonio		San Antonio			2	San Antonio
8	Cover 3 (Downtown)	http://cover-3.com/	Austin	512.982.1550	1717 West Sixth Street, #210R	1	Austin
8	Portland Art Museum	http://portlandartmuseum.org/			1219 SW Park Ave	19	Portland
8	Cobblestone Grill	http://www.cobblestonegrill.com/	Zionsville		160 S Main St	42	Indianapolis
8	Boiler House Texas Grill & Wine Garden	http://www.boilerhousesa.com/	San Antonio	210.354.4644	312 Pearl Parkway Building 3	2	San Antonio
8	W Austin	http://www.whotelaustin.com/	Austin	(512) 542-3600	200 Lavaca Street	1	Austin
8	Aero Theatre	http://www.americancinemathequecalendar.com/aero_theatre_events	Santa Monica	323-466-3456	1328 Montana Avenue	30	Los Angeles
8	Don The Beachcomber	http://www.donthebeachcomber.com/index.html	Huntington Beach	562-592-1321	16278 Pacific Coast Highway	30	Los Angeles
8	Circle Line Cruises					10	NYC
8	Revival	http://www.revivalbar.com/	Toronto		783 College Street	29	Toronto
8	Dan's Irish Sports Bar	http://www.dansbar.com/	Walnut Creek	(925) 932-1331	1524 Civic Drive	18	The Bay Area
8	Eagle Creek Park	http://eaglecreekpark.org/	Indianapolis	(317)327-7110	7840 W 56th St	42	Indianapolis
8	Green Center for the Performing Arts; De Pauw University	http://www.depauw.edu/admin/greencenter/	Greencastle	765-658-4800	DePauw University	42	Indianapolis
8	Asador	http://asadorrestaurant.com	Dallas	214-267-4815	2222 Stemmons Freeway	11	Dallas / Ft. Worth
8	Indiana State Fairgrounds	http://www.in.gov/statefair/fairgrounds/	Indianapolis	317-927-7500	1202 East 38th Street	42	Indianapolis
8	Honky Tonk BBQ	http://honkytonkbbqchicago.com/	Chicago	312-226-RIBS	1213 W. 18th St.	3	Chicago
8	Providence Performing Arts Center	http://www.ppacri.org/	Providence		220 Weybosset Street	25	Boston
8	Abel's North	http://abels.com/north/	Austin	512-835-0010	4001 West Parmer Lane	1	Austin
8	Indiana Repertory Theatre	http://www.irtlive.com	Indianapolis	(317) 635-5252	140 W. Washington Street	42	Indianapolis
8	Shady Grove	http://www.theshadygrove.com	Austin	(512) 474-9991	1624 Barton Springs Rd.	1	Austin
8	Chef JJ's Back Yard	http://www.chefjjs.com/	Indianapolis	317-602-3828	1040 Broad Ripple Ave.	42	Indianapolis
8	HopCat	http://hopcat.com/events/broad-ripple	Indianapolis 	317-565-4236	6280 N. College Ave	42	Indianapolis
8	McGillycuddy's	http://www.mcgillycuddysmilwaukee.com	Milwaukee	(414) 278-8888 	1135 North Water Street 	6	Milwaukee
8	Z Space	http://www.zspace.org/	San Francisco	4156260453	450 Florida Street	18	The Bay Area
8	Red Rock Saloon	http://www.redrockmilwaukee.com/	Milwaukee	(414) 431-0467 	1225 N Water Street 	6	Milwaukee
8	Chill N Fill 		Portland	503-841-6361	5215 N Lombard Ave	19	Portland
8	Hinterland	http://www.hinterlandbeer.com/restaurantmilwaukee.shtml	Milwaukee	414.727.9300 	222 East Erie Street, Suite 100 	6	Milwaukee
8	Mission Cultural Center	http://www.missionculturalcenter.org/	San Francisco	415 821 1155	San Francisco	18	The Bay Area
8	de Young Museum	http://deyoung.famsf.org	San Francisco	415.750.3600	50 Hagiwara Tea Garden Drive	18	The Bay Area
8	Brush Square Park		Austin		5th st and Neches	1	Austin
8	THE MAGIK THEATRE	http://www.magiktheatre.org	San Antonio 	(210) 227-2751	420 South Alamo	2	San Antonio
8	Greenwich House Music School	http://www.greenwichhouse.org/music_school/index	New York City	(212) 242-4770  	46 Barrow Street	10	NYC
8	Center for the Art of Performance at UCLA					30	Los Angeles
8	Idle Rich Pub	http://www.idlerichpub.com/	Dallas	(214) 965-9926	2614 McKinney Ave	11	Dallas / Ft. Worth
7	Coconutz Chicago	http://www.coconutzchicago.com/	Chicago	(312) 266-0944 	13 West Division Street 	3	Chicago
7	Gusto Italian Kitchen + Wine Bar	http://www.gustoitaliankitchen.com/	Austin	512-458-1100	4800 Burnet Road	1	Austin
7	Seven Dining Lounge	http://www.sevendininglounge.com/	Vancouver	(604) 875-9006	53 West Broadway	32	Vancouver
7	Pacific Amphitheatre		Costa Mesa		100 Fair Drive	30	Los Angeles
7	Chez Zee	http://www.chez-zee.com/	Austin	(512) 454-2666	5406 Balcones Dr	1	Austin
7	White Walls	http://www.whitewallssf.com/	San Francisco	(415) 931-1500	839 Larkin Street 	18	The Bay Area
7	XY	http://www.xyyvr.com/	Vancouver	(604) 679-9166	1216 Bute Street	32	Vancouver
7	KeyArena at Seattle Center					9	Seattle
7	The Phoenix Theater	http://www.thephoenixtheater.com/	Petaluma	707-762-3566	201 Washington St. 	18	The Bay Area
7	The Grand-Social Club and Billiards Room		Austin	512-454-1986	4631 Airport Blvd, Suite 121	1	Austin
7	Kobe Japanese Steak House	http://www.kobebistro.com/5/index.html	Seal Beach	562-596-9969	3001 Old Ranch Pkwy.	30	Los Angeles
7	James K. Polk Theater	http://www.tpac.org/	Nashville	615-782-4000	505 Deaderick St.	24	Nashville
7	Manuel's Great Hills	http://www.manuels.com/	Austin	(512) 345-1042	10201 Jollyville Rd	1	Austin
7	Oak Bay Recreation Centre		Victoria	(250) 595-7946	1975 Bee Street	50	Victoria
7	Blue Box	http://blueboxbar.com	San Antonio	2102272583	312 Pearl Pkwy	2	San Antonio
7	S. Pellegrino Stage at The Wythe Hotel					10	NYC
7	J&J's Pizza On The Square	http://www.jandjpizzadenton.com/	Denton	(940) 382-7769	118 W Oak	11	Dallas / Ft. Worth
7	City Tavern	http://citytaverndowntown.com	Dallas		1402 Main St	11	Dallas / Ft. Worth
7	The Badlands	http://badlandsaustin.weebly.com/	Austin		1203 Chicon St.	1	Austin
7	Santa Monica College Main Campus		Santa Monica		1900 Pico Boulevard	30	Los Angeles
7	The Hangar at Broadway	http://www.thehangartavern.com	San Antonio 	(210) 846-8810	8203 Broadway	2	San Antonio
7	The Blackbird	http://donnellygroup.ca/the-blackbird/	Vancouver	(604) 899-4456	905 Dunsmuir St	32	Vancouver
7	St. Paul's Episcopal Church	http://www.stpaulsindy.org/	Indianapolis	317-253-1277	6050 N. Meridian Street	42	Indianapolis
7	Woodlawn Theatre	http://woodlawntheatre.com	San Antonio 		1920 Fredericksburg Rd	2	San Antonio
7	The Dance Cave		Toronto		529 Bloor St. W	29	Toronto
7	Library Bar at the Warwick Melrose Hotel					11	Dallas / Ft. Worth
7	Charles Playhouse	http://www.boston-theater.com/theaters/charles-playhouse/theater.php	Boston		74 Warrenton Street	25	Boston
7	Ruth's Chris Steak House La Cantera Terrace	http://www.ruthschrissa.com/	San Antonio	210-538-8792	17803 La Cantera Terrace	2	San Antonio
7	mas	www.barmaschicago.com	Chicago	(312) 243-1995	800 W. Washington Blvd	3	Chicago
7	Fountain Square Brewing Co	http://fountainsquarebrewery.com/	Indianapolis	317-493-1410	1301 Barth Ave	42	Indianapolis
7	Exchange LA	http://exchangela.com/	Los Angeles	213-627-8070	618 S. Spring Street	30	Los Angeles
7	Slackers	http://slackerssa.com/	San Antonio	(210) 233-6263	126 W. Rector Dr. Suite 136	2	San Antonio
7	Black Rabbit Saloon	http://blackrabbitsaloonsmtx.com/home/	San Marcos		127 E Hopkins St.	1	Austin
7	Hydrate Nightclub	http://www.hydratechicago.com	Chicago 	773.975.9244	3458 N. Halsted Street	3	Chicago
7	Kona Grill					11	Dallas / Ft. Worth
7	Parliament	http://parliamentdallas.com	Dallas	(469) 804-4321	2418 Allen St.	11	Dallas / Ft. Worth
7	The Riot Theater	http://www.theriottheater.com/	Jamaica Plain	(617) 650-7995	146A South Street	25	Boston
7	Snuffer’s					11	Dallas / Ft. Worth
7	Complex LA	http://www.complexla.com	Glendale	323-642-7519	806 E Colorado St	30	Los Angeles
7	Mario Sabino’s					11	Dallas / Ft. Worth
7	The Texas Theater					11	Dallas / Ft. Worth
7	Fenix	http://fenixlive.com/	San Rafael		919 4th St.	18	The Bay Area
7	Easter Seals Central Texas HQ	http://www.easterseals.com/centraltx/ 	Austin	512-615-6800	8505 Cross Park Drive, Suite 120	1	Austin
7	Babeland Brooklyn					10	NYC
7	Hollywood Casino Ampitheatre	http://www.livenation.com/venues/14482/hollywood-casino-amphitheatre-chicago-il	Tinley Park	(708) 614-1616	19100 South Ridgeland Avenue	3	Chicago
7	Vie de Boheme	http://www.viedebohemepdx.com/	Portland	(503) 360-1233	1530 SE 7th Avenue	19	Portland
7	Stacked Pickle - Downtown	http://www.stackedpickle.com/iupui.html	Indianapolis	317-426-3600	910 W 10th Street Suite 1	42	Indianapolis
7	Ozona					11	Dallas / Ft. Worth
7	TnT Tacos and Tequila	http://www.tntgrill.com/	Austin	512 436 8226	507 Pressler Street	1	Austin
7	The Block	http://theblockrestaurant.net/	Murfreesboro	(615) 393-9935	123 SE Broad St.	24	Nashville
7	Jackson's Blue Ribbon Pub	http://www.jacksonsbrpdowntown.com/main.html	Milwaukee		1203 N 10th Street	6	Milwaukee
7	Cal Coast Credit Union Open Air Theatre at SDSU	https://as.sdsu.edu/calcoast/	San Diego	(619) 594-7315	5500 Campanile Drive	31	San Diego
7	CODA	http://codatoronto.com/	Toronto 		794 Bathurst St	29	Toronto
7	Studio 1398	http://www.giculturalsociety.org/studio1398/	Granville Island, Vancouver	(604) 639-5497	3rd Floor – 1398 Cartwright Street	32	Vancouver
7	Museum of Contemporary Photography	http://mocp.org/	Chicago	312.663.5554	600 S. MICHIGAN AVE	3	Chicago
7	***Secret Location***					10	NYC
7	Albatross Pub	http://www.albatrosspub.com/	Berkeley	510.843.2473	22 San Pablo Avenue	18	The Bay Area
7	East Room	http://eastroomchicago.com	Chicago	773.276.9603	2354 N. Milwaukee Ave (Entrance on Medill)	3	Chicago
7	Micky's	http://www.mickys.com/	West Hollywood	(310) 657-1176	8857 Santa Monica Blvd.	30	Los Angeles
7	Bailey's Nashville	http://www.foxandhound.com/	Nashville	(615) 254-5452	408 Broadway Tennessee	24	Nashville
7	Proof + Pantry	http://www.proofandpantry.com	Dallas	(214) 880-9940	1722 Routh St	11	Dallas / Ft. Worth
7	Stonewall Warehouse	http://www.stonewallwarehouse.com/	San Marcos	(866) 620-6667	141 E Hopkins	1	Austin
7	Mass Ave Wine Shop	http://www.massavewine.com/	Indianapolis	317-972-7966 	878 Massachusetts Ave	42	Indianapolis
7	Eddie Merlot's	http://www.eddiemerlots.com/	Indianapolis	317 846-8303	3645 East 96th Street	42	Indianapolis
7	Eugene and Marilyn Glick Indiana History Center	http://www.indianahistory.org/	Indianapolis	317-232-1882	450 West Ohio Street	42	Indianapolis
7	Hoosier Dome	http://www.indyhoosierdome.com	Indianapolis	(317) 289-4293	1627 Prospect Street	42	Indianapolis
7	Resto Gastro Bistro					11	Dallas / Ft. Worth
7	ARCADE BAR		Dallas	(214) 821-7469	1825 Abrams Pkwy	11	Dallas / Ft. Worth
7	Elvis Guesthouse					10	NYC
7	Dive Bar & Lounge	http://www.diveaustin.com/	Austin	512-482-3483	1703 Guadalupe St.	1	Austin
7	The Black Cat		Toronto		2186 Dundas St. W	29	Toronto
7	Bolsa	http://bolsadallas.com/ 	Dallas	214-367-9367	614 West Davis	11	Dallas / Ft. Worth
7	Binkley's Kitchen & Bar	http://www.binkleyskitchenandbar.com/	Indianapolis	317-722-8888	5902 North College Avenue	42	Indianapolis
7	El Alma	http://www.elalmacafe.com/	Austin	(512) 609-8923	1025 Barton Springs Road	1	Austin
7	Station 4 (S4)	http://www.station4dallas.com/	Dallas	(214) 526-7171	3911 Cedar Springs Rd	11	Dallas / Ft. Worth
7	Coaches Tavern	http://coachestavern.com/	Indianapolis	317-917-1191	28 South Pennsylvania Street	42	Indianapolis
7	Pabst Theater	http://www.pabsttheater.org/	Milwaukee	(414) 286-3663 	144 East Wells St.	6	Milwaukee
7	The Blue Lagoon	http://www.thebluelagoon.com/	Santa Cruz	(831)423-7117	923 Pacific Ave	18	The Bay Area
7	Halcyon	http://halcyoncoffeebar.com/location/austin	Austin	(512) 472-9637	218 W. Fourth	1	Austin
7	Iron Cactus North	http://www.ironcactus.com	Austin	512.794.8778	10001 Stonelake Blvd.	1	Austin
7	Manuel's Downtown	http://www.manuels.com	Austin	(512) 472-7555	310 Congress Ave	1	Austin
7	Alamo Drafthouse South Lamar	http://drafthouse.com/austin/south_lamar	Austin	512-476-1320	1120 South Lamar	1	Austin
7	Fred Kavli Theatre for the Performing Arts at Thousand Oaks Civic Arts Plaza	http://www.toaks.org/cap/default.asp	Thousand Oaks	(805) 449-ARTS	2100 E. Thousand Oaks Blvd.	30	Los Angeles
7	Sammy's Patio	http://www.reverbnation.com/venue/sammyspatio	Revere		63 Revere Beach Blvd	25	Boston
7	Stagger Inn Again	http://staggerinnagain.com/	Edwardsville		104 E. Vandalia	36	St. Louis
7	Victory Lounge		Seattle		433 Eastlake Ave E	9	Seattle
7	Virgin Hotels Chicago	http://virginhotels.com/	Chicago		203 North Wabash	3	Chicago
7	Mass Ave Pub	http://www.massavepub.com/	Indianapolis	317-974-0745	745 Massachusetts Avenue	42	Indianapolis
7	Shenanigan's 	http://www.shenanigansnightclub.com	Austin	(512) 258-9717	13233 Pond Springs Rd # 316	1	Austin
7	DragonFly	http://www.thedragonfly.com	Los Angeles	323-466-6111	6510 Santa Monica Blvd.	30	Los Angeles
7	Village Tap Room		Indianapolis	317-466-1555	838 Broad Ripple Avenue	42	Indianapolis
7	Pehrspace	https://www.facebook.com/pehrspace	Los Angeles	213-483-7347	325 Glendale Blvd	30	Los Angeles
7	Reata	http://www.reataindy.com/	Indianapolis	(317) 638-2200	247 S. Meridian St.	42	Indianapolis
